S0     S1     E      O      M     CCS    YGC     YGCT     FGC    FGCT     CGC    CGCT       GCT    LGCC                 GCC
     -      -  65.88 100.00  99.29  97.94     42     0.001     -         -   110     0.003     0.005 High Usage           No GC
     -      -  65.88 100.00  99.29  97.94     42     0.001     -         -   110     0.003     0.005 High Usage           No GC
     -      -  65.88 100.00  99.29  97.94     42     0.001     -         -   110     0.003     0.005 High Usage           No GC
     -      -  65.88 100.00  99.29  97.94     42     0.001     -         -   110     0.003     0.005 High Usage           No GC
     -      -  65.88 100.00  99.29  97.94     42     0.001     -         -   110     0.003     0.005 High Usage           No GC
     -      -  65.88 100.00  99.29  97.94     42     0.001     -         -   110     0.003     0.005 High Usage           No GC
     -      -  58.17 100.00  99.29  97.94     42     0.001     -         -   113     0.004     0.005 No GC                Proactive
     -      -   6.51 100.00  99.29  97.94     42     0.001     -         -   115     0.004     0.005 Proactive            No GC
     -      -   6.51 100.00  99.29  97.94     42     0.001     -         -   115     0.004     0.005 Proactive            No GC
     -      -   6.51 100.00  99.29  97.94     42     0.001     -         -   115     0.004     0.005 Proactive            No GC
     -      -   6.51 100.00  99.29  97.94     42     0.001     -         -   115     0.004     0.005 Proactive            No GC
     -      -   6.51 100.00  99.29  97.94     42     0.001     -         -   115     0.004     0.005 Proactive            No GC
     -      -   6.51 100.00  99.29  97.94     42     0.001     -         -   115     0.004     0.005 Proactive            No GC
     -      -   6.51 100.00  99.29  97.94     42     0.001     -         -   115     0.004     0.005 Proactive            No GC
