 S0     S1     E      O      M     CCS    YGC     YGCT     FGC    FGCT     CGC    CGCT       GCT    LGCC                 GCC
     -  91.10  82.09  84.84  99.11  97.69    172     0.611     0     0.000   110     0.189     0.800 G1 Evacuation Pause  No GC
     -  86.58  16.18  86.23  99.11  97.69    173     0.613     0     0.000   112     0.191     0.804 G1 Evacuation Pause  No GC
     -  86.58  47.06  86.23  99.11  97.69    173     0.613     0     0.000   112     0.191     0.804 G1 Evacuation Pause  No GC
     -  86.58  86.76  86.23  99.11  97.69    173     0.613     0     0.000   112     0.191     0.804 G1 Evacuation Pause  No GC
     -  90.02  25.00  86.23  99.11  97.69    174     0.615     0     0.000   112     0.191     0.806 G1 Evacuation Pause  No GC
     -  90.02  58.82  86.23  99.11  97.69    174     0.615     0     0.000   112     0.191     0.806 G1 Evacuation Pause  No GC
     -  90.02  97.06  86.23  99.11  97.69    174     0.615     0     0.000   112     0.191     0.806 G1 Evacuation Pause  No GC
     -  90.00  43.48  85.40  99.11  97.69    175     0.617     0     0.000   112     0.191     0.808 G1 Evacuation Pause  No GC
     -  88.30   1.45  85.40  99.11  97.69    176     0.619     0     0.000   112     0.191     0.810 G1 Evacuation Pause  No GC
     -  88.30  57.97  85.40  99.11  97.69    176     0.619     0     0.000   114     0.194     0.813 G1 Evacuation Pause  No GC
     -  87.55  13.04  85.40  99.11  97.69    177     0.621     0     0.000   114     0.194     0.814 G1 Evacuation Pause  No GC
     -  87.55  60.87  85.40  99.11  97.69    177     0.621     0     0.000   114     0.194     0.814 G1 Evacuation Pause  No GC
     -  87.39  15.71  84.83  99.11  97.69    178     0.623     0     0.000   114     0.194     0.816 G1 Evacuation Pause  No GC
     -  87.39  70.00  84.83  99.11  97.69    178     0.623     0     0.000   114     0.194     0.816 G1 Evacuation Pause  No GC
     -  90.52  25.71  84.83  99.11  97.69    179     0.625     0     0.000   116     0.196     0.820 G1 Evacuation Pause  No GC
     -  90.52  68.57  86.53  99.11  97.69    179     0.625     0     0.000   116     0.196     0.820 G1 Evacuation Pause  No GC
     -  88.87  13.04  85.09  99.11  97.69    180     0.626     0     0.000   116     0.196     0.822 G1 Evacuation Pause  No GC
     -  88.87  65.22  85.09  99.11  97.69    180     0.626     0     0.000   116     0.196     0.822 G1 Evacuation Pause  No GC
     -  88.86  20.00  85.44  99.11  97.69    181     0.628     0     0.000   116     0.196     0.824 G1 Evacuation Pause  No GC
     -  88.86  75.71  85.44  99.11  97.69    181     0.628     0     0.000   116     0.196     0.824 G1 Evacuation Pause  No GC
     -  88.06  15.71  85.44  99.11  97.69    182     0.630     0     0.000   118     0.198     0.828 G1 Evacuation Pause  No GC
     -  88.06  70.00  85.44  99.11  97.69    182     0.630     0     0.000   118     0.198     0.828 G1 Evacuation Pause  No GC
     -  88.49  21.43  85.44  99.11  97.69    183     0.632     0     0.000   118     0.198     0.830 G1 Evacuation Pause  No GC
     -  88.49  65.71  85.44  99.11  97.69    183     0.632     0     0.000   118     0.198     0.830 G1 Evacuation Pause  No GC
     -  57.73   7.14  85.43  99.11  97.69    184     0.634     0     0.000   118     0.198     0.832 G1 Evacuation Pause  No GC
     -  57.73  41.43  85.43  99.11  97.69    184     0.634     0     0.000   118     0.198     0.832 G1 Evacuation Pause  No GC
     -  57.73  77.14  85.43  99.11  97.69    184     0.634     0     0.000   118     0.198     0.832 G1 Evacuation Pause  No GC
     -  48.92   7.14  85.51  99.11  97.69    185     0.636     0     0.000   120     0.200     0.836 G1 Evacuation Pause  No GC
     -  48.92  41.43  85.51  99.11  97.69    185     0.636     0     0.000   120     0.200     0.836 G1 Evacuation Pause  No GC
     -  48.92  75.71  85.51  99.11  97.69    185     0.636     0     0.000   120     0.200     0.836 G1 Evacuation Pause  No GC
     -  42.07  12.86  85.52  99.11  97.69    186     0.638     0     0.000   120     0.200     0.838 G1 Evacuation Pause  No GC
     -  42.07  45.71  85.52  99.11  97.69    186     0.638     0     0.000   120     0.200     0.838 G1 Evacuation Pause  No GC
     -  42.07  77.14  85.52  99.11  97.69    186     0.638     0     0.000   120     0.200     0.838 G1 Evacuation Pause  No GC
     -  47.14  25.35  85.77  99.11  97.69    187     0.640     0     0.000   120     0.200     0.840 G1 Evacuation Pause  No GC
     -  47.14  71.83  85.77  99.11  97.69    187     0.640     0     0.000   120     0.200     0.840 G1 Evacuation Pause  No GC
